,TIMESTAMP_START,TIMESTAMP_END,TA_F,VPD_F,SW_IN_F,LW_IN_F,SW_OUT,LW_OUT,WS_F,PA_F,LE_F_MDS,H_F_MDS,G_F_MDS,LE_CORR
25784,202006210400,202006210430,18.26,7.085,0.0,326.329,1.72666,312.035,0.987,96.72,-0.453622,-11.8762,-23.5378,-9999
25785,202006210430,202006210500,18.423,7.602,0.0,325.206,2.04624,348.17,0.9,96.719,2.8991,-15.8425,-24.0218,-9999
25786,202006210500,202006210530,17.858,7.13,0.0,322.47,1.08171,388.211,0.735,96.732,-0.150101,-16.6266,-24.3558,-9999
25787,202006210530,202006210600,16.886,5.929,6.266,321.448,2.13945,422.173,1.291,96.748,1.14992,-17.9749,-24.5146,-9999
25788,202006210600,202006210630,16.772,5.994,68.073,322.66,5.71966,419.452,0.865,96.769,6.54102,-11.2849,-23.8259,-9999
25789,202006210630,202006210700,17.937,7.482,161.305,327.622,12.2493,385.621,1.103,96.798,18.861,24.4237,-21.3781,-9999
25790,202006210700,202006210730,19.517,9.807,266.122,332.344,19.6349,420.331,0.649,96.812,28.8979,59.5395,-17.4233,-9999
25791,202006210730,202006210800,20.87,12.666,366.016,337.524,29.8031,468.107,0.808,96.824,65.2973,111.207,-14.7661,-9999
25792,202006210800,202006210830,22.647,15.98,469.094,345.113,43.7766,395.679,0.774,96.837,67.5219,109.635,-5.88914,-9999
25793,202006210830,202006210900,25.219,20.652,566.567,354.403,57.096,379.538,0.486,96.835,74.3469,233.188,15.7583,-9999
25794,202006210900,202006210930,27.527,25.867,658.55,362.383,69.3805,434.918,0.77,96.818,52.8643,206.63,31.488,-9999
25795,202006210930,202006211000,29.476,30.728,743.503,369.519,81.2774,434.19,1.172,96.796,121.276,194.21,44.1769,-9999
25796,202006211000,202006211030,30.758,34.969,816.955,376.068,91.9726,413.474,1.424,96.78,67.4993,224.933,54.6305,-9999
25797,202006211030,202006211100,31.61,37.187,877.671,380.314,99.5079,471.53,1.487,96.77,57.4354,288.233,63.2473,-9999
25798,202006211100,202006211130,32.781,40.577,929.318,385.965,106.754,471.137,1.128,96.755,69.6234,329.488,69.9831,-9999
25799,202006211130,202006211200,33.172,41.982,965.696,389.365,111.262,561.59,0.836,96.733,67.2657,362.573,75.6933,-9999
25800,202006211200,202006211230,33.553,43.406,991.203,391.488,115.62,606.199,0.791,96.716,56.0202,392.047,78.8605,-9999
25801,202006211230,202006211300,34.336,45.817,997.3,393.839,117.532,616.114,1.835,96.69,71.2983,445.667,81.8276,-9999
25802,202006211300,202006211330,34.639,46.996,996.586,395.63,117.983,618.372,1.487,96.656,74.8122,442.54,83.2198,-9999
25803,202006211330,202006211400,34.707,47.286,828.67,396.951,97.4885,610.701,1.494,96.619,54.982,280.17,82.4731,-9999
25804,202006211400,202006211430,35.379,49.289,921.231,398.199,111.237,616.989,1.365,96.589,87.491,508.501,74.3961,-9999
25805,202006211430,202006211500,35.706,50.594,920.163,400.862,111.442,622.157,1.231,96.56,54.4568,321.657,76.2425,-9999
25806,202006211500,202006211530,35.911,51.584,856.132,402.074,104.315,616.3,0.625,96.538,55.9892,392.955,61.2657,-9999
25807,202006211530,202006211600,36.416,53.225,783.058,409.408,96.1997,610.376,0.729,96.502,35.2951,328.28,32.2937,-9999
25808,202006211600,202006211630,35.278,46.508,450.486,410.89,52.9043,582.378,1.361,96.451,29.0109,255.185,30.1093,-9999
25809,202006211630,202006211700,34.032,40.007,327.805,406.423,38.7897,562.476,2.514,96.443,43.3167,235.384,30.8769,-9999
25810,202006211700,202006211730,33.678,37.344,394.942,404.279,50.3223,556.031,2.35,96.465,76.4203,204.459,28.3939,-9999
25811,202006211730,202006211800,33.411,36.266,369.407,401.648,46.9526,555.52,2.276,96.456,29.2984,204.179,28.3544,-9999
25812,202006211800,202006211830,32.489,32.614,306.831,396.055,38.6979,544.424,2.307,96.461,71.3711,149.647,25.9001,-9999
25813,202006211830,202006211900,31.167,28.949,214.238,389.972,25.0405,528.557,2.271,96.478,27.3074,111.806,17.6055,-9999
25814,202006211900,202006211930,29.987,26.422,130.679,382.706,14.0294,514.078,2.841,96.502,22.5536,58.5525,8.71337,-9999
25815,202006211930,202006212000,28.372,22.875,61.711,376.252,10.0876,488.373,3.052,96.545,2.00304,35.7835,1.84344,-9999
25816,202006212000,202006212030,27.276,20.552,14.841,370.905,5.28515,447.367,2.348,96.576,6.00246,-8.68165,-3.17785,-9999
25817,202006212030,202006212100,26.197,18.846,0.106,365.676,1.05606,414.612,1.76,96.615,4.23965,-33.0002,-7.34095,-9999
25818,202006212100,202006212130,25.197,17.359,0.0,360.86,1.39447,471.977,0.532,96.659,2.34531,-15.7341,-11.0242,-9999
25819,202006212130,202006212200,25.03,17.137,0.0,358.666,2.43348,469.531,0.285,96.703,0.556353,-26.9743,-14.0274,-9999
25820,202006212200,202006212230,24.823,16.87,0.0,356.867,2.37924,471.044,0.198,96.727,-1.24288,-4.34704,-15.927,-9999
25821,202006212230,202006212300,24.678,16.71,0.0,354.704,2.52385,466.091,0.553,96.744,1.12871,-25.4686,-17.1635,-9999
25822,202006212300,202006212330,23.816,15.437,0.0,351.186,1.63135,459.756,0.096,96.744,-0.98311,-18.5007,-18.0252,-9999
25823,202006212330,202006220000,23.053,14.038,0.0,349.595,1.78753,455.052,0.553,96.751,-1.29548,-3.60542,-18.9575,-9999
25824,202006220000,202006220030,22.75,13.631,0.0,347.5,1.98234,456.388,0.353,96.764,-1.05882,-75.5957,-19.6744,-9999
25825,202006220030,202006220100,21.892,12.1,0.0,346.316,1.8316,463.503,0.542,96.761,-3.66177,-20.0262,-20.3092,-9999
25826,202006220100,202006220130,20.885,10.835,0.0,343.21,1.37754,471.41,0.228,96.749,-3.04726,-16.8313,-20.8229,-9999
25827,202006220130,202006220200,20.371,10.173,0.0,341.416,1.95268,454.619,0.104,96.753,-3.60076,-22.84,-21.344,-9999
25828,202006220200,202006220230,20.164,9.665,0.0,339.872,1.83873,440.359,0.247,96.738,-2.41625,-48.235,-21.6941,-9999
25829,202006220230,202006220300,19.747,9.211,0.0,338.088,1.4647,435.908,0.19,96.735,-17.7198,-14.5956,-22.0212,-9999
25830,202006220300,202006220330,18.819,7.81,0.0,335.345,1.57398,435.827,0.342,96.746,12.8561,-14.1495,-22.4176,-9999
25831,202006220330,202006220400,18.388,7.137,0.0,334.065,1.71851,432.768,0.64,96.75,0.0657744,-5.46978,-22.7985,-9999
25832,202006220400,202006220430,17.827,6.31,0.0,333.33,1.38959,427.123,0.726,96.752,4.8173,-12.4666,-23.003,-9999
25833,202006220430,202006220500,17.658,6.152,0.0,333.603,1.54738,425.622,1.314,96.757,2.7222,-9.64698,-23.187,-9999
25834,202006220500,202006220530,17.688,6.218,0.0,331.546,1.01875,424.561,0.812,96.762,3.57272,-10.3759,-23.1252,-9999
25835,202006220530,202006220600,16.689,5.219,5.761,331.295,1.8468,424.716,0.979,96.778,1.38114,-14.0909,-23.1673,-9999
25836,202006220600,202006220630,17.387,5.761,62.675,333.236,6.1285,430.568,1.18,96.801,1.55335,-19.072,-22.3844,-9999
25837,202006220630,202006220700,18.43,7.025,149.971,336.248,11.184,467.533,0.756,96.823,6.7821,8.28045,-19.7267,-9999
25838,202006220700,202006220730,19.805,8.667,253.743,340.447,18.994,499.179,0.758,96.834,16.7791,44.9786,-15.9323,-9999
25839,202006220730,202006220800,21.119,10.72,351.703,346.62,29.189,384.441,0.817,96.856,34.8368,109.31,-13.0801,-9999
25840,202006220800,202006220830,22.921,13.353,450.624,352.837,41.6813,473.581,0.573,96.86,15.2595,116.309,-4.56043,-9999
25841,202006220830,202006220900,24.306,15.6,550.181,357.902,55.2344,498.633,0.936,96.855,40.7434,152.871,15.9209,-9999
25842,202006220900,202006220930,25.372,17.417,642.6,363.343,68.4635,499.066,1.426,96.854,43.2612,255.513,30.4471,-9999
25843,202006220930,202006221000,26.404,19.881,724.932,367.615,80.1194,517.439,1.518,96.835,53.3345,326.216,41.7972,-9999
25844,202006221000,202006221030,27.003,21.798,798.393,367.549,89.0033,526.088,1.94,96.83,157.048,370.376,50.629,-9999
25845,202006221030,202006221100,27.661,24.199,864.415,372.001,98.051,528.97,2.278,96.827,97.9427,413.524,57.4268,-9999
25846,202006221100,202006221130,28.406,25.719,912.571,375.421,104.543,514.146,1.724,96.82,75.8245,432.594,63.4419,-9999
25847,202006221130,202006221200,29.049,27.433,950.377,378.184,110.442,552.076,2.196,96.805,97.2206,450.243,68.3743,-9999
25848,202006221200,202006221230,29.395,28.399,974.755,380.272,114.154,552.04,2.076,96.784,52.8257,486.894,72.4249,-9999
25849,202006221230,202006221300,29.787,29.179,983.814,384.765,115.527,598.099,1.841,96.758,55.3283,583.073,74.859,-9999
25850,202006221300,202006221330,30.539,30.92,977.474,387.598,116.097,579.53,2.552,96.727,75.4439,463.623,76.2574,-9999
25851,202006221330,202006221400,30.671,30.742,959.582,388.621,114.916,595.161,2.397,96.686,57.9891,521.663,76.3092,-9999
25852,202006221400,202006221430,30.859,30.917,925.311,391.984,112.013,595.327,2.509,96.657,32.9342,438.524,75.124,-9999
25853,202006221430,202006221500,30.586,29.695,880.92,390.127,108.034,593.104,3.644,96.621,29.7491,526.48,72.4719,-9999
25854,202006221500,202006221530,30.65,30.461,827.907,385.853,103.059,588.379,3.822,96.586,57.619,523.933,54.3293,-9999
25855,202006221530,202006221600,30.311,30.259,763.248,381.553,96.3191,580.934,3.915,96.555,47.0396,468.487,24.8269,-9999
25856,202006221600,202006221630,29.931,29.679,691.11,378.057,88.4532,572.142,4.196,96.517,41.6106,411.014,23.2048,-9999
25857,202006221630,202006221700,29.83,29.736,607.655,377.394,79.0112,563.449,4.058,96.479,44.0653,419.395,34.3866,-9999
25858,202006221700,202006221730,29.358,28.592,508.894,376.338,66.3703,551.808,3.662,96.467,35.5318,294.313,34.4695,-9999
25859,202006221730,202006221800,28.747,27.025,409.898,373.664,54.2559,539.331,3.796,96.452,29.5304,262.646,28.4076,-9999
25860,202006221800,202006221830,27.992,25.063,311.994,370.534,40.6159,525.009,3.078,96.459,24.5045,215.677,21.0183,-9999
25861,202006221830,202006221900,27.112,22.856,218.13,366.802,26.3917,509.978,2.995,96.471,20.4448,112.763,10.8411,-9999
25862,202006221900,202006221930,26.279,20.925,131.975,362.888,14.5986,496.511,2.486,96.481,14.3578,85.2377,2.05604,-9999
25863,202006221930,202006222000,25.387,19.033,61.857,359.278,10.1033,486.168,2.528,96.495,1.42751,40.7761,-3.97879,-9999
25864,202006222000,202006222030,24.415,17.016,14.529,356.602,4.86775,476.542,2.08,96.521,-3.44856,-20.0283,-8.38647,-9999
25865,202006222030,202006222100,23.564,15.27,0.064,354.496,1.48586,441.009,1.395,96.548,-4.44697,-33.309,-11.9677,-9999
25866,202006222100,202006222130,22.937,13.929,0.0,352.532,1.5449,466.952,1.553,96.582,-4.30226,-30.6652,-14.7231,-9999
25867,202006222130,202006222200,22.406,13.221,0.0,350.703,1.43278,462.595,1.229,96.624,-4.15557,-34.0704,-16.4386,-9999
25868,202006222200,202006222230,21.87,12.29,0.0,348.747,1.64065,456.735,0.902,96.659,-9.24093,-35.415,-17.8927,-9999
25869,202006222230,202006222300,21.562,11.842,0.0,347.298,1.69527,444.934,0.875,96.671,-3.81796,-18.384,-18.9644,-9999
25870,202006222300,202006222330,20.76,10.367,0.0,344.181,1.49358,434.566,0.262,96.673,-20.9632,-14.258,-19.9242,-9999
25871,202006222330,202006230000,20.15,8.9,0.0,341.193,1.53135,440.099,0.74,96.664,-3.89127,-6.17878,-20.7056,-9999
25872,202006230000,202006230030,19.735,8.122,0.0,339.307,1.87308,439.707,0.746,96.662,-3.17774,-5.88935,-21.2441,-9999
25873,202006230030,202006230100,19.273,7.289,0.0,338.149,1.6931,429.948,0.757,96.658,-1.70179,-5.87841,-21.7014,-9999
25874,202006230100,202006230130,19.191,7.017,0.0,336.131,1.88372,411.798,0.748,96.647,0.581316,-14.9681,-22.0472,-9999
25875,202006230130,202006230200,18.681,6.086,0.0,335.742,1.65864,408.731,0.537,96.648,0.557527,-7.87125,-22.3042,-9999
25876,202006230200,202006230230,18.359,5.6,0.0,334.101,1.80631,424.66,0.511,96.643,-0.541239,-12.3044,-22.4843,-9999
25877,202006230230,202006230300,18.161,5.264,0.0,332.977,1.64592,432.41,0.879,96.623,-3.31567,-12.3658,-22.6971,-9999
25878,202006230300,202006230330,17.938,4.979,0.0,330.768,1.57032,428.434,0.477,96.608,-7.22549,-22.1284,-22.7891,-9999
25879,202006230330,202006230400,17.132,4.197,0.0,330.545,1.91285,424.312,0.153,96.602,3.41892,-8.70657,-23.1804,-9999
25880,202006230400,202006230430,17.093,4.115,0.0,329.599,2.27282,425.004,0.222,96.592,-5.70993,-19.0039,-23.5589,-9999
25881,202006230430,202006230500,16.463,3.833,0.0,329.15,2.06429,427.398,0.724,96.591,7.76577,-7.62269,-23.8214,-9999
25882,202006230500,202006230530,16.437,3.96,0.0,327.828,1.68819,422.373,0.497,96.598,-1.44894,-13.9872,-23.8713,-9999
25883,202006230530,202006230600,15.647,3.432,5.623,326.087,2.07726,430.775,0.335,96.611,11.948,-12.2267,-24.0615,-9999
25884,202006230600,202006230630,15.565,3.048,61.057,326.545,5.70456,409.176,0.427,96.631,2.30665,-6.47749,-23.6812,-9999
25885,202006230630,202006230700,16.409,4.233,152.222,330.677,11.9238,348.157,0.923,96.649,9.74513,5.32931,-21.2624,-9999
25886,202006230700,202006230730,18.17,6.29,252.945,334.523,19.2118,349.909,0.545,96.661,20.6138,40.1476,-17.2152,-9999
25887,202006230730,202006230800,19.52,7.971,349.16,339.147,28.8863,305.222,0.608,96.676,33.1386,101.69,-14.2822,-9999
25888,202006230800,202006230830,20.641,9.217,449.341,345.319,41.8193,338.959,0.813,96.666,31.4825,150.541,-6.165,-9999
25889,202006230830,202006230900,21.993,10.987,547.801,350.54,56.1258,365.883,1.022,96.646,43.4879,256.16,13.5059,-9999
25890,202006230900,202006230930,23.054,13.126,638.453,356.827,68.4804,374.785,1.115,96.622,94.106,222.039,27.3927,-9999
25891,202006230930,202006231000,24.103,15.719,721.069,360.434,77.6715,426.769,0.996,96.595,59.4527,241.125,38.4215,-9999
25892,202006231000,202006231030,25.11,17.555,796.752,363.398,88.2686,409.678,1.195,96.575,59.4263,354.19,47.5552,-9999
25893,202006231030,202006231100,25.982,19.963,863.323,365.685,97.8363,383.92,1.978,96.55,72.5202,423.795,54.7449,-9999
25894,202006231100,202006231130,26.503,21.612,915.057,368.942,105.581,421.168,2.638,96.53,83.2807,362.73,60.9415,-9999
25895,202006231130,202006231200,27.468,23.557,953.063,373.019,111.341,434.348,2.207,96.511,74.0279,573.035,65.7001,-9999
25896,202006231200,202006231230,28.373,25.707,975.887,377.253,114.17,436.828,1.693,96.473,57.3653,595.537,69.7309,-9999
25897,202006231230,202006231300,29.066,27.104,986.428,379.699,116.568,435.723,1.645,96.434,53.5846,500.182,71.9846,-9999
25898,202006231300,202006231330,29.632,28.588,982.06,382.46,117.128,474.536,1.81,96.393,71.5045,556.781,74.1578,-9999
25899,202006231330,202006231400,30.125,29.764,963.659,382.787,115.313,503.06,1.829,96.359,59.8898,533.569,74.2214,-9999
25900,202006231400,202006231430,30.525,30.434,929.924,386.023,112.402,443.247,2.026,96.328,38.4737,547.718,73.5435,-9999
25901,202006231430,202006231500,30.771,30.92,884.15,386.943,107.753,496.385,2.198,96.303,49.61,510.193,71.2751,-9999
25902,202006231500,202006231530,30.922,31.246,828.907,387.169,102.276,492.747,2.03,96.284,43.9426,458.0,53.9085,-9999
25903,202006231530,202006231600,31.14,31.854,760.017,387.34,94.5302,543.942,2.055,96.259,46.3553,495.544,25.0869,-9999
25904,202006231600,202006231630,31.149,31.832,681.668,385.614,85.7481,528.85,1.715,96.241,43.5459,427.561,23.7028,-9999
25905,202006231630,202006231700,30.873,31.071,596.316,384.507,75.3328,497.867,2.037,96.234,49.4764,384.618,35.7074,-9999
25906,202006231700,202006231730,30.543,30.291,505.939,381.449,64.8333,483.785,2.005,96.225,-35.3606,305.023,37.0478,-9999
25907,202006231730,202006231800,30.198,29.43,410.58,378.505,53.4841,499.116,2.088,96.203,29.2795,279.443,31.4008,-9999
25908,202006231800,202006231830,29.5,27.789,313.271,374.26,39.904,480.041,2.267,96.182,15.1502,198.37,24.2381,-9999
25909,202006231830,202006231900,28.672,25.813,220.103,370.005,26.5712,464.301,2.368,96.184,14.9361,139.445,13.3563,-9999
25910,202006231900,202006231930,27.811,24.076,133.754,365.838,14.6275,395.191,1.911,96.203,19.4347,83.3183,4.03528,-9999
25911,202006231930,202006232000,26.886,22.157,62.076,360.926,9.85586,335.466,1.689,96.223,8.77878,21.9323,-2.39958,-9999
25912,202006232000,202006232030,25.673,19.926,14.029,357.707,4.60314,326.932,1.709,96.263,5.30796,-21.1987,-7.07041,-9999
25913,202006232030,202006232100,24.387,17.067,0.004,354.131,1.16756,378.795,1.287,96.302,-4.85382,-38.7205,-11.2443,-9999
25914,202006232100,202006232130,23.21,14.515,0.0,350.845,1.24386,318.69,1.09,96.354,-4.93592,-21.1207,-14.5942,-9999
25915,202006232130,202006232200,22.413,12.94,0.0,346.966,1.44977,286.51,0.787,96.415,-16.8681,-21.9739,-16.9107,-9999
25916,202006232200,202006232230,21.612,11.081,0.0,345.874,1.59286,272.352,1.161,96.442,-4.28062,-20.5384,-18.4948,-9999
25917,202006232230,202006232300,21.006,9.709,0.0,345.613,1.44934,303.211,0.728,96.453,-4.19034,-14.1786,-19.4475,-9999
25918,202006232300,202006232330,20.788,8.972,0.0,344.202,1.71454,283.546,0.907,96.475,6.78611,-40.2248,-19.983,-9999
25919,202006232330,202006240000,20.621,8.831,0.0,343.073,1.48819,270.254,0.875,96.471,0.610142,-22.4962,-20.1655,-9999
25920,202006240000,202006240030,20.187,8.313,0.0,352.612,1.52354,267.193,0.702,96.466,-4.1271,-29.7619,-20.7166,-9999
25921,202006240030,202006240100,19.342,7.085,0.0,360.943,1.26534,324.68,0.163,96.471,0.32685,18.7035,-20.5862,-9999
25922,202006240100,202006240130,19.401,6.843,0.0,363.407,1.73255,373.423,0.279,96.462,-1.69754,-13.6974,-19.4391,-9999
25923,202006240130,202006240200,19.123,6.341,0.0,351.026,1.53816,346.789,0.428,96.456,-2.28756,-5.76199,-18.5522,-9999
25924,202006240200,202006240230,19.13,6.299,0.0,339.991,1.57458,354.488,0.74,96.436,-3.87941,-9.97741,-18.9086,-9999
25925,202006240230,202006240300,18.501,5.731,0.0,337.206,1.33408,348.941,0.376,96.427,0.750816,-13.2992,-20.3372,-9999
25926,202006240300,202006240330,18.407,5.453,0.0,338.062,1.96652,382.454,0.435,96.418,1.22201,-2.00345,-21.4129,-9999
25927,202006240330,202006240400,17.739,5.098,0.0,336.258,1.30362,380.139,0.854,96.388,2.86784,-2.83739,-21.8935,-9999
25928,202006240400,202006240430,17.503,4.782,0.0,336.33,1.36529,377.558,1.578,96.353,2.62399,-15.3082,-22.1443,-9999
25929,202006240430,202006240500,17.707,4.858,0.0,334.423,1.27801,379.27,1.482,96.346,4.73278,-30.0003,-21.9862,-9999
25930,202006240500,202006240530,16.661,3.913,0.0,334.546,1.12576,362.01,0.945,96.306,-10.0054,-23.2497,-22.0208,-9999
25931,202006240530,202006240600,16.783,4.153,3.83,331.934,1.77728,363.733,0.257,96.342,-0.713751,-43.3989,-22.277,-9999
25932,202006240600,202006240630,16.786,3.904,48.02,334.24,6.04689,373.322,0.929,96.372,4.00874,-1.49237,-21.8818,-9999
25933,202006240630,202006240700,17.032,4.395,127.816,339.713,11.1818,344.164,1.055,96.409,5.84263,14.5138,-19.3269,-9999
25934,202006240700,202006240730,18.446,5.663,219.398,359.221,20.9021,325.18,1.083,96.414,37.6659,90.5651,-14.8001,-9999
25935,202006240730,202006240800,19.342,6.883,163.719,359.519,16.4911,375.801,0.898,96.427,15.149,43.6268,-8.57232,-9999
25936,202006240800,202006240830,20.333,8.043,318.497,360.838,32.7302,360.417,0.685,96.458,31.2669,130.514,-2.77082,-9999
25937,202006240830,202006240900,21.565,10.016,346.375,362.422,36.7995,339.932,0.94,96.454,39.5275,98.6972,7.73118,-9999
25938,202006240900,202006240930,22.023,10.909,398.967,371.869,44.5037,434.591,1.482,96.455,33.1903,153.026,13.1475,-9999
25939,202006240930,202006241000,22.719,12.601,355.917,381.666,39.753,445.34,1.082,96.462,110.267,130.273,17.7827,-9999
25940,202006241000,202006241030,23.54,14.789,310.18,386.111,35.3335,447.967,1.175,96.431,189.553,118.751,17.9627,-9999
25941,202006241030,202006241100,23.749,14.93,260.909,389.405,29.4213,422.666,0.735,96.4,48.9381,61.4289,16.9825,-9999
25942,202006241100,202006241130,24.183,16.369,251.535,391.649,27.8448,423.149,0.216,96.395,-70.2317,111.965,14.8818,-9999
25943,202006241130,202006241200,24.313,16.906,234.15,393.896,26.0656,423.061,0.838,96.374,23.9161,59.9877,14.3278,-9999
25944,202006241200,202006241230,24.899,18.681,239.086,393.581,26.1806,396.992,0.495,96.37,33.6526,78.0335,12.9808,-9999
25945,202006241230,202006241300,25.616,20.655,346.388,390.615,39.01,362.235,0.681,96.35,9.23127,94.8965,14.9662,-9999
25946,202006241300,202006241330,26.375,22.769,616.305,391.507,72.4329,394.812,1.348,96.326,97.8387,177.754,22.089,-9999
25947,202006241330,202006241400,28.663,28.335,965.449,388.07,114.15,415.365,1.022,96.302,52.0875,399.383,46.4909,-9999
25948,202006241400,202006241430,29.407,30.14,919.191,392.015,109.978,407.8,1.667,96.282,88.5094,520.496,59.9627,-9999
25949,202006241430,202006241500,30.99,34.565,882.001,390.092,107.287,461.582,1.738,96.263,86.0403,525.348,64.7318,-9999
25950,202006241500,202006241530,31.844,37.46,885.36,391.567,108.752,551.914,1.771,96.242,62.9878,468.941,53.7384,-9999
25951,202006241530,202006241600,32.139,36.851,791.033,388.815,98.7714,553.961,1.797,96.216,47.065,491.898,30.1834,-9999
25952,202006241600,202006241630,32.36,38.115,683.344,384.406,85.9072,535.483,2.058,96.197,58.1657,335.036,29.5721,-9999
25953,202006241630,202006241700,32.37,38.894,601.309,383.909,76.6905,521.895,2.19,96.189,41.8242,370.392,38.7934,-9999
25954,202006241700,202006241730,31.683,36.993,509.568,379.464,65.5381,511.776,3.147,96.15,33.6495,260.388,39.117,-9999
25955,202006241730,202006241800,31.243,35.802,366.189,379.45,46.8687,485.219,2.207,96.17,-1.40698,213.77,32.2448,-9999
25956,202006241800,202006241830,30.498,33.168,223.945,381.638,28.2792,417.275,2.17,96.195,19.2383,112.562,21.3732,-9999
25957,202006241830,202006241900,30.435,33.633,249.403,385.197,30.4143,395.923,2.091,96.191,80.883,108.474,13.1388,-9999
25958,202006241900,202006241930,29.901,32.456,145.745,378.718,16.8102,396.321,1.882,96.193,36.9076,49.708,8.29748,-9999
25959,202006241930,202006242000,28.727,28.066,57.851,371.201,8.30505,396.665,2.012,96.192,11.036,-4.27357,2.86342,-9999
25960,202006242000,202006242030,27.233,23.177,12.089,388.993,2.64873,352.634,1.631,96.233,-12.1538,-9.63777,-2.55449,-9999
25961,202006242030,202006242100,26.479,22.109,0.024,385.683,1.32881,372.475,0.983,96.297,35.4656,-33.7696,-5.96553,-9999
25962,202006242100,202006242130,26.122,21.543,0.0,365.384,1.30343,356.534,1.047,96.325,-1.61837,-44.1202,-7.92335,-9999
25963,202006242130,202006242200,25.652,20.538,0.0,360.094,1.32689,336.097,1.471,96.364,-2.03154,-61.5237,-10.6376,-9999
25964,202006242200,202006242230,24.439,17.074,0.0,355.981,0.924071,296.157,0.694,96.415,-48.2633,-26.7278,-12.8404,-9999
25965,202006242230,202006242300,23.415,14.782,0.0,353.018,1.4056,282.283,0.914,96.438,-5.37626,-34.0956,-14.5826,-9999
25966,202006242300,202006242330,22.893,14.198,0.0,350.285,1.58665,313.321,0.416,96.441,-12.778,-16.2189,-15.8431,-9999
25967,202006242330,202006250000,22.715,14.721,0.0,351.313,1.75665,351.955,0.305,96.446,-5.20547,-16.4611,-16.9324,-9999
25968,202006250000,202006250030,22.003,14.065,0.0,352.084,1.15453,313.264,0.06,96.441,-4.84572,-21.7879,-17.7582,-9999
25969,202006250030,202006250100,21.031,13.328,0.0,344.287,1.16479,268.967,0.407,96.427,1.61674,-11.1215,-18.1198,-9999
25970,202006250100,202006250130,20.372,12.357,0.0,340.298,1.63769,330.529,0.436,96.404,-0.0721043,-17.8145,-19.193,-9999
25971,202006250130,202006250200,20.131,11.886,0.0,337.332,1.44889,298.136,0.264,96.385,-0.1194,-15.2036,-20.0962,-9999
25972,202006250200,202006250230,19.293,10.569,0.0,335.713,1.60383,329.056,0.413,96.361,-14.2654,-12.2793,-20.9393,-9999
25973,202006250230,202006250300,18.487,9.333,0.0,334.059,1.44012,368.362,0.846,96.339,-6.80973,-14.2904,-21.5888,-9999
25974,202006250300,202006250330,18.072,8.789,0.0,330.801,1.12729,374.662,0.913,96.318,-5.72955,-19.7575,-22.0267,-9999
25975,202006250330,202006250400,17.573,8.308,0.0,329.536,1.44757,377.269,0.699,96.316,6.08177,-33.094,-22.4751,-9999
25976,202006250400,202006250430,16.55,7.042,0.0,328.59,1.16061,288.196,0.248,96.311,-4.95899,-16.045,-22.919,-9999
25977,202006250430,202006250500,16.995,7.366,0.0,327.941,2.07818,314.852,0.411,96.317,0.851752,-14.4084,-23.2643,-9999
25978,202006250500,202006250530,15.965,6.29,0.0,325.332,1.08102,312.519,1.191,96.325,-3.30892,-9.51395,-23.4794,-9999
25979,202006250530,202006250600,16.14,6.109,3.698,326.506,2.13888,340.504,1.308,96.329,1.25957,-13.8377,-23.5828,-9999
25980,202006250600,202006250630,16.72,6.757,45.94,327.938,5.57563,364.748,1.742,96.32,2.63957,-25.6086,-22.7812,-9999
25981,202006250630,202006250700,17.517,7.814,129.597,330.137,11.229,330.537,1.298,96.302,9.88485,5.8315,-19.9864,-9999
25982,202006250700,202006250730,18.122,8.553,230.595,332.651,18.9231,297.925,1.014,96.306,19.6296,72.6154,-15.9873,-9999
25983,202006250730,202006250800,19.532,10.535,336.622,337.179,28.9261,323.934,0.822,96.307,26.391,91.8503,-12.7008,-9999
25984,202006250800,202006250830,21.355,13.094,443.285,343.643,42.1819,330.883,0.888,96.304,38.9963,181.038,-4.82656,-9999
25985,202006250830,202006250900,22.993,15.876,540.926,349.147,55.3533,347.896,0.857,96.297,33.8663,244.738,13.6561,-9999
25986,202006250900,202006250930,24.164,18.195,629.468,354.988,66.4396,356.242,0.451,96.284,59.5957,168.51,27.011,-9999
25987,202006250930,202006251000,25.555,20.616,719.828,360.588,80.3263,401.466,1.359,96.275,73.431,299.318,38.4251,-9999
25988,202006251000,202006251030,26.761,24.781,793.914,366.015,90.8277,407.877,1.746,96.264,96.4295,296.557,48.0852,-9999
25989,202006251030,202006251100,27.706,25.814,860.973,372.571,99.852,367.56,2.083,96.258,81.0298,407.228,56.4003,-9999
25990,202006251100,202006251130,29.106,28.959,908.979,377.014,106.067,408.756,1.31,96.246,66.2458,383.506,63.6921,-9999
25991,202006251130,202006251200,29.489,29.801,945.422,379.828,109.847,449.32,1.629,96.237,48.8506,406.457,68.6062,-9999
25992,202006251200,202006251230,30.152,31.289,968.887,385.588,113.922,448.671,1.638,96.216,57.8418,521.653,72.2058,-9999
25993,202006251230,202006251300,31.314,33.301,976.152,388.592,115.95,485.142,1.916,96.185,13.432,545.111,74.6583,-9999
25994,202006251300,202006251330,31.436,33.946,969.914,389.217,116.364,499.987,2.422,96.171,50.5919,564.379,76.8076,-9999
25995,202006251330,202006251400,32.072,36.301,950.568,388.757,115.5,506.241,1.743,96.146,68.1371,548.204,75.92,-9999
