,TIMESTAMP_START,TIMESTAMP_END,TA_F,VPD_F,SW_IN_F,LW_IN_F,SW_OUT,LW_OUT,WS_F,PA_F,LE_F_MDS,H_F_MDS,G_F_MDS,LE_CORR
0,201901010000,201901010030,5.344,4.546,0.0,253.905,-9999,-9999,0.603,97.53,2.19643,-24.4656,-31.6935,-9999
1,201901010030,201901010100,5.335,4.542,0.0,253.86,-9999,-9999,0.609,97.528,2.19643,-24.3427,-31.6864,-9999
2,201901010100,201901010130,1.176,4.536,0.0,243.675,-9999,-9999,0.614,97.526,2.19643,-24.6878,-31.6796,-9999
3,201901010130,201901010200,0.942,4.526,0.0,242.11,-9999,-9999,0.65,97.508,2.21792,-24.6828,-31.6744,-9999
4,201901010200,201901010230,0.573,4.517,0.0,241.18,-9999,-9999,0.687,97.49,2.21893,-24.649,-31.6709,-9999
5,201901010230,201901010300,0.205,4.508,0.0,239.74,-9999,-9999,0.714,97.482,2.21893,-24.649,-31.6693,-9999
6,201901010300,201901010330,-0.045,4.502,0.0,239.69,-9999,-9999,0.741,97.475,2.14772,-24.5412,-31.6716,-9999
7,201901010330,201901010400,-0.295,4.493,0.0,239.027,-9999,-9999,0.754,97.469,2.11283,-24.4478,-31.6796,-9999
8,201901010400,201901010430,-0.382,4.485,0.0,238.831,-9999,-9999,0.767,97.463,2.11283,-24.3116,-31.7005,-9999
9,201901010430,201901010500,-0.47,4.475,0.0,238.935,-9999,-9999,0.79,97.46,2.11283,-24.3116,-31.7501,-9999
10,201901010500,201901010530,1.395,2.399,0.0,238.754,1.44261,302.875,0.813,97.457,1.25435,-20.4286,-37.8132,-9999
11,201901010530,201901010600,1.252,2.376,0.0,238.775,1.0474,302.504,0.835,97.454,1.33538,-20.0446,-38.6661,-9999
12,201901010600,201901010630,1.281,2.465,0.0,238.267,1.24808,300.487,0.858,97.451,1.3182,-21.222,-39.7576,-9999
13,201901010630,201901010700,0.931,2.306,0.0,237.743,1.15316,300.48,0.883,97.434,1.08276,-17.8041,-42.5568,-9999
14,201901010700,201901010730,1.061,2.396,0.0,238.202,1.52588,299.538,0.907,97.418,1.19708,-19.2195,-47.2346,-9999
15,201901010730,201901010800,0.968,2.38,0.0,237.618,1.6615,300.703,0.914,97.436,1.23081,-19.3319,-49.0864,-9999
16,201901010800,201901010830,0.168,2.106,0.788,236.751,0.822068,298.373,0.921,97.454,0.904855,-16.2393,-49.8775,-9999
17,201901010830,201901010900,-1.329,1.442,12.357,235.451,2.3344,297.325,0.948,97.474,0.570423,-19.1257,-50.176,-9999
18,201901010900,201901010930,0.534,2.092,100.997,238.553,6.4317,301.054,0.976,97.494,2.29675,-16.0904,-48.3136,-9999
19,201901010930,201901011000,2.676,3.162,222.836,243.041,9.89137,310.708,1.023,97.517,9.24845,22.0946,-43.1458,-9999
20,201901011000,201901011030,4.363,4.072,298.785,246.411,16.4585,320.609,1.07,97.54,19.7353,39.6784,-34.7668,-9999
21,201901011030,201901011100,6.505,5.312,364.719,250.261,24.0562,330.257,1.121,97.566,43.4775,75.1554,-23.6359,-9999
22,201901011100,201901011130,8.457,6.775,417.937,254.723,29.8898,339.988,1.172,97.591,43.2368,95.1007,-17.424,-9999
23,201901011130,201901011200,10.09,8.081,456.513,259.126,34.8697,351.543,1.086,97.593,37.4931,115.122,-14.1952,-9999
24,201901011200,201901011230,12.006,9.643,481.047,264.057,39.4734,362.531,1.001,97.595,40.3603,108.357,-12.124,-9999
25,201901011230,201901011300,13.434,10.848,489.843,269.077,42.2954,372.578,0.875,97.572,43.5188,112.667,-10.1723,-9999
26,201901011300,201901011330,14.914,12.39,484.246,274.396,42.1994,381.155,0.749,97.549,46.7503,114.034,46.2837,-9999
27,201901011330,201901011400,16.319,14.25,463.161,279.355,39.5847,387.517,0.72,97.523,45.6946,117.25,84.2709,-9999
28,201901011400,201901011430,17.28,15.428,429.68,282.947,35.8075,391.915,0.691,97.498,41.1464,104.131,77.4228,-9999
29,201901011430,201901011500,17.618,15.801,383.882,285.378,32.0085,393.15,0.721,97.447,44.088,90.7666,39.7196,-9999
30,201901011500,201901011530,18.605,16.764,323.057,287.906,25.3632,391.056,0.752,97.397,45.1546,72.0636,33.6008,-9999
31,201901011530,201901011600,19.065,17.362,254.417,288.686,17.2021,386.514,0.732,97.38,36.6989,42.2255,40.3823,-9999
32,201901011600,201901011630,18.338,16.364,151.642,286.581,6.14522,375.34,0.712,97.364,9.27668,5.23455,20.1093,-9999
33,201901011630,201901011700,16.692,14.265,25.075,282.878,0.780558,358.984,0.647,97.369,11.8019,-34.052,6.28062,-9999
34,201901011700,201901011730,16.728,14.313,17.587,282.644,1.7875,354.192,0.582,97.374,12.0516,-33.1963,-4.35799,-9999
35,201901011730,201901011800,15.74,13.126,4.032,281.408,1.056,349.41,0.674,97.382,11.2593,-37.3869,-11.2503,-9999
36,201901011800,201901011830,16.225,13.544,0.0,281.742,2.36241,346.054,0.766,97.39,4.25533,-24.0794,-17.0081,-9999
37,201901011830,201901011900,15.034,11.896,0.0,279.353,0.65758,341.88,0.83,97.406,7.80754,-36.3973,-20.9362,-9999
38,201901011900,201901011930,14.667,11.354,0.0,276.351,1.76968,339.849,0.894,97.422,6.63188,-33.141,-23.9812,-9999
39,201901011930,201901012000,12.216,9.075,0.0,271.322,0.364153,334.721,0.767,97.437,3.05513,-31.6375,-26.1826,-9999
40,201901012000,201901012030,11.21,8.063,0.0,269.578,1.96312,330.564,0.639,97.452,2.25142,-29.6153,-29.4459,-9999
41,201901012030,201901012100,11.062,7.964,0.0,267.446,0.75184,329.451,0.75,97.467,1.93858,-28.6152,-31.1206,-9999
42,201901012100,201901012130,9.406,6.604,0.0,264.662,0.557435,327.91,0.86,97.483,-0.335433,-22.8385,-32.645,-9999
43,201901012130,201901012200,8.75,6.185,0.0,261.573,0.557752,325.667,0.884,97.483,-0.632656,-23.7981,-33.8968,-9999
44,201901012200,201901012230,8.511,6.091,0.0,259.428,0.80067,323.259,0.907,97.483,-0.212805,-24.7006,-35.3031,-9999
45,201901012230,201901012300,6.131,4.566,0.0,255.369,0.557687,317.135,0.987,97.495,2.29271,-26.329,-34.2438,-9999
46,201901012300,201901012330,6.356,4.786,0.0,255.289,1.07299,317.923,1.067,97.508,2.177,-25.7913,-33.2545,-9999
47,201901012330,201901020000,5.696,4.441,0.0,254.283,0.718493,315.333,1.125,97.471,2.27684,-25.925,-32.8994,-9999
48,201901020000,201901020030,5.144,4.054,0.0,252.241,1.48828,313.116,1.183,97.435,2.40391,-26.7847,-32.8025,-9999
49,201901020030,201901020100,5.395,4.316,0.0,251.455,0.679556,314.464,1.214,97.43,2.38827,-26.1815,-32.6708,-9999
50,201901020100,201901020130,3.992,3.488,0.0,250.259,0.365957,310.729,1.245,97.425,2.79202,-25.0691,-32.5339,-9999
51,201901020130,201901020200,2.47,2.703,0.0,248.259,0.60821,307.761,1.27,97.414,2.47442,-22.9622,-32.5693,-9999
52,201901020200,201901020230,2.026,2.425,0.0,246.808,1.16361,305.838,1.296,97.403,2.16094,-21.397,-32.7045,-9999
53,201901020230,201901020300,3.348,3.114,0.0,247.337,1.32877,308.394,1.311,97.405,2.7943,-25.4381,-32.8265,-9999
54,201901020300,201901020330,3.312,3.131,0.0,247.8,0.934696,308.108,1.325,97.407,2.72397,-25.4381,-32.8147,-9999
55,201901020330,201901020400,4.895,4.007,0.0,249.32,2.0881,307.735,1.352,97.39,2.41073,-25.8182,-32.7979,-9999
56,201901020400,201901020430,5.642,4.511,0.0,248.334,1.57841,309.281,1.379,97.372,2.36884,-26.4416,-32.8325,-9999
57,201901020430,201901020500,3.709,3.446,0.0,245.948,0.609533,307.26,1.421,97.357,2.6189,-25.6387,-32.8923,-9999
58,201901020500,201901020530,3.743,3.437,0.0,247.251,0.972848,307.904,1.463,97.341,2.6189,-25.6387,-33.1231,-9999
59,201901020530,201901020600,3.283,3.168,0.0,247.067,1.13421,305.998,1.512,97.312,2.72397,-25.4381,-33.4251,-9999
60,201901020600,201901020630,3.853,3.471,0.0,246.726,1.18028,307.386,1.56,97.282,2.56091,-25.5178,-33.9321,-9999
61,201901020630,201901020700,6.193,4.807,0.0,248.776,2.61515,309.338,1.599,97.255,2.25277,-26.7935,-34.468,-9999
62,201901020700,201901020730,1.222,2.475,0.0,242.819,0.026584,302.596,1.638,97.228,1.23667,-20.2829,-35.0214,-9999
63,201901020730,201901020800,1.303,2.163,0.01,241.434,1.54793,299.248,1.638,97.213,1.20923,-21.1748,-36.8917,-9999
64,201901020800,201901020830,6.361,4.798,1.343,247.363,3.47603,313.382,1.638,97.199,2.01035,-25.8675,-41.6644,-9999
65,201901020830,201901020900,6.311,4.852,12.073,248.342,2.51118,315.614,1.643,97.211,2.01855,-25.158,-40.1551,-9999
66,201901020900,201901020930,7.099,5.371,101.809,249.589,5.57583,316.359,1.648,97.223,9.52829,-14.2487,-37.1487,-9999
67,201901020930,201901021000,7.745,5.878,222.038,252.575,8.43763,295.109,1.693,97.227,17.1032,29.2863,-33.8569,-9999
68,201901021000,201901021030,9.243,7.017,298.682,256.743,15.2536,306.129,1.738,97.23,33.0324,76.281,-28.2829,-9999
69,201901021030,201901021100,10.238,7.643,365.257,259.55,23.3196,342.523,1.828,97.243,41.0662,61.9842,-20.53,-9999
70,201901021100,201901021130,11.045,8.325,418.633,262.359,29.6838,352.455,1.919,97.256,36.4176,88.5968,-14.9841,-9999
71,201901021130,201901021200,12.131,9.149,457.705,273.802,35.5855,362.88,1.731,97.24,38.1072,101.556,-14.8727,-9999
72,201901021200,201901021230,13.466,10.297,481.597,263.317,39.9921,372.851,1.543,97.224,44.0615,109.157,-19.2142,-9999
73,201901021230,201901021300,14.609,11.36,491.795,266.591,43.0819,381.38,1.626,97.186,49.9747,115.48,-0.600813,-9999
74,201901021300,201901021330,15.861,12.619,484.683,293.554,42.5634,388.377,1.709,97.148,44.9987,116.835,70.9249,-9999
75,201901021330,201901021400,17.112,14.038,462.082,272.043,39.6842,394.083,1.841,97.118,47.4287,125.133,96.803,-9999
76,201901021400,201901021430,17.347,14.371,428.592,271.067,36.6273,395.386,1.973,97.087,41.1464,104.131,84.4001,-9999
77,201901021430,201901021500,18.201,15.812,384.383,274.36,32.7146,396.13,2.028,97.024,44.088,90.7666,43.8852,-9999
78,201901021500,201901021530,18.329,16.313,329.187,272.591,28.7985,395.051,2.083,96.961,50.643,95.0733,36.4922,-9999
79,201901021530,201901021600,18.318,15.965,260.418,273.238,21.0278,390.149,2.032,96.941,39.6663,49.0539,41.7273,-9999
80,201901021600,201901021630,17.61,14.725,162.359,277.339,9.48078,381.816,1.98,96.921,23.9733,18.9628,23.8246,-9999
81,201901021630,201901021700,16.23,12.843,26.08,276.643,1.31454,367.658,1.89,96.927,10.2304,-28.078,11.6291,-9999
82,201901021700,201901021730,15.517,11.996,17.591,274.815,1.70473,360.141,1.799,96.934,9.83511,-38.5869,-1.01526,-9999
83,201901021730,201901021800,14.479,10.873,4.237,271.88,0.929649,351.264,1.521,96.957,7.77903,-39.4708,-9.4581,-9999
84,201901021800,201901021830,13.279,9.802,0.0,266.115,0.74597,343.903,1.242,96.98,6.10117,-34.8866,-17.8267,-9999
85,201901021830,201901021900,11.987,9.065,0.0,262.269,0.946356,337.761,1.338,97.001,2.93613,-31.7765,-24.1056,-9999
86,201901021900,201901021930,12.118,9.444,0.0,261.427,1.64638,335.062,1.434,97.023,3.48623,-34.0618,-28.0936,-9999
87,201901021930,201901022000,10.775,8.191,0.0,259.239,0.842089,330.579,1.321,97.046,0.634855,-26.7834,-30.596,-9999
88,201901022000,201901022030,10.209,7.669,0.0,257.718,1.7539,328.441,1.208,97.069,0.0863727,-24.3336,-32.7876,-9999
89,201901022030,201901022100,9.223,6.881,0.0,255.313,0.602599,325.639,1.085,97.094,-0.0939583,-23.8596,-34.3673,-9999
90,201901022100,201901022130,7.48,5.549,0.0,249.702,0.719998,309.156,0.961,97.119,0.0997825,-25.3592,-36.3096,-9999
91,201901022130,201901022200,8.057,5.904,0.0,250.984,1.67912,318.295,0.875,97.14,-0.0934495,-24.6742,-37.3497,-9999
92,201901022200,201901022230,7.507,5.662,0.0,249.843,1.14258,318.503,0.789,97.16,0.0997825,-25.3592,-37.896,-9999
93,201901022230,201901022300,5.662,4.435,0.0,248.397,0.738804,312.39,0.736,97.173,2.19475,-25.7447,-35.2845,-9999
94,201901022300,201901022330,4.817,3.782,0.0,246.45,1.61507,311.971,0.683,97.186,2.3194,-25.2341,-34.6384,-9999
95,201901022330,201901030000,4.423,3.676,0.0,244.339,1.0116,310.911,0.583,97.18,2.52493,-25.5128,-34.2716,-9999
96,201901030000,201901030030,3.201,2.987,0.0,241.87,0.633294,308.826,0.482,97.173,2.72397,-25.4381,-34.1364,-9999
97,201901030030,201901030100,3.357,2.965,0.0,241.584,1.63103,307.79,0.462,97.172,2.72397,-25.4381,-34.0531,-9999
98,201901030100,201901030130,2.03,2.384,0.0,240.298,0.761066,305.806,0.442,97.171,2.10694,-21.9406,-33.9935,-9999
99,201901030130,201901030200,2.57,2.518,0.0,240.049,1.51556,308.056,0.437,97.166,2.41759,-23.4592,-33.9871,-9999
100,201901030200,201901030230,2.879,2.698,0.0,239.998,1.2538,308.335,0.432,97.16,2.56725,-24.7591,-33.8423,-9999
101,201901030230,201901030300,3.489,3.04,0.0,240.258,1.40334,309.081,0.481,97.179,2.69302,-25.4585,-33.6737,-9999
102,201901030300,201901030330,2.703,2.69,0.0,239.315,0.735371,306.19,0.531,97.198,2.40703,-23.5088,-33.5378,-9999
103,201901030330,201901030400,2.137,2.395,0.0,238.13,1.18045,305.639,0.548,97.192,2.25702,-23.3228,-33.614,-9999
104,201901030400,201901030430,0.928,1.936,0.0,236.49,0.503713,303.144,0.565,97.186,1.01729,-18.4475,-33.7895,-9999
105,201901030430,201901030500,0.098,1.565,0.0,235.115,0.873858,301.84,0.565,97.183,0.81459,-17.4023,-34.1795,-9999
106,201901030500,201901030530,1.227,1.911,0.0,235.515,2.16656,302.058,0.565,97.179,1.23667,-20.2829,-34.9029,-9999
107,201901030530,201901030600,1.228,2.027,0.0,235.782,1.07168,301.893,0.505,97.175,1.23667,-20.2829,-35.816,-9999
108,201901030600,201901030630,0.41,1.713,0.0,235.144,0.93023,300.798,0.445,97.171,0.816345,-19.0105,-36.9724,-9999
109,201901030630,201901030700,0.128,1.576,0.0,234.567,1.23153,299.928,0.446,97.16,0.81459,-17.4023,-40.4575,-9999
110,201901030700,201901030730,0.211,1.593,0.0,234.521,1.61981,299.041,0.447,97.149,0.81459,-17.4023,-45.0897,-9999
111,201901030730,201901030800,-0.226,1.47,0.0,234.268,1.02848,298.333,0.369,97.167,0.494698,-19.2805,-46.8247,-9999
112,201901030800,201901030830,-0.782,1.294,0.929,234.921,1.18476,297.991,0.29,97.185,0.515099,-18.1604,-47.7087,-9999
113,201901030830,201901030900,-1.373,1.086,16.299,235.539,2.72625,298.053,0.303,97.214,0.557677,-18.9232,-47.4038,-9999
114,201901030900,201901030930,-0.857,1.283,92.119,237.683,5.60903,300.752,0.316,97.243,3.20029,-17.7522,-44.3548,-9999
115,201901030930,201901031000,-0.498,1.41,83.972,253.26,5.67744,307.229,0.343,97.268,3.20029,-12.8877,-38.8762,-9999
116,201901031000,201901031030,1.178,1.852,151.557,304.414,13.8269,320.955,0.371,97.292,12.141,-4.82033,-27.0342,-9999
117,201901031030,201901031100,2.629,2.409,206.189,302.291,19.0602,329.971,0.357,97.342,8.36256,23.4119,-16.8246,-9999
118,201901031100,201901031130,4.043,3.142,204.759,308.715,19.1909,336.056,0.343,97.392,9.06448,19.6447,-11.569,-9999
119,201901031130,201901031200,5.589,3.837,236.529,320.42,23.1292,345.021,0.529,97.417,10.0407,17.9877,-6.12704,-9999
120,201901031200,201901031230,7.331,5.104,429.845,285.412,38.9011,355.125,0.716,97.442,34.8058,112.958,35.9102,-9999
121,201901031230,201901031300,9.122,6.353,472.76,266.097,41.3781,362.781,1.058,97.428,33.6425,131.177,41.7992,-9999
122,201901031300,201901031330,10.342,6.999,477.238,264.188,42.3362,368.631,1.4,97.414,38.4598,123.063,75.5556,-9999
123,201901031330,201901031400,11.22,6.776,460.538,268.098,40.6911,374.803,1.569,97.375,42.1507,118.193,89.1203,-9999
124,201901031400,201901031430,11.733,6.734,424.271,268.723,38.0229,376.387,1.739,97.335,43.6395,95.3359,76.6312,-9999
125,201901031430,201901031500,12.448,7.079,382.549,270.841,33.5897,377.162,1.816,97.303,38.1554,80.22,39.4399,-9999
126,201901031500,201901031530,12.778,7.553,330.767,272.907,28.4282,375.726,1.892,97.27,26.8907,77.0407,33.5374,-9999
127,201901031530,201901031600,12.736,7.725,255.619,270.17,20.1265,370.642,1.864,97.249,31.4101,59.4205,36.9974,-9999
128,201901031600,201901031630,12.568,7.48,163.515,268.643,9.45599,364.171,1.835,97.228,31.534,45.2543,18.5074,-9999
129,201901031630,201901031700,11.666,6.478,32.35,268.57,2.05159,352.563,1.743,97.241,1.73272,-15.6801,6.78073,-9999
130,201901031700,201901031730,10.761,5.427,21.637,267.47,1.96237,344.826,1.65,97.255,2.1338,-16.2905,-5.39611,-9999
131,201901031730,201901031800,10.123,4.663,8.892,266.341,1.80089,339.744,1.426,97.262,1.17484,-32.8323,-13.0577,-9999
132,201901031800,201901031830,9.878,4.42,0.061,265.413,1.41231,335.687,1.077,97.355,0.609932,-22.2395,-19.8481,-9999
133,201901031830,201901031900,9.261,3.972,0.0,264.363,0.721672,331.691,0.854,97.373,1.06688,-27.8908,-24.8581,-9999
134,201901031900,201901031930,8.601,3.393,0.0,262.376,1.0605,328.505,0.932,97.394,-1.4682,-12.3462,-27.5674,-9999
135,201901031930,201901032000,7.965,2.885,0.0,261.394,1.39664,326.43,0.394,97.418,-1.00615,-5.04968,-29.6173,-9999
136,201901032000,201901032030,7.899,2.698,0.0,260.534,2.26103,325.776,0.414,97.432,0.208227,-28.6156,-30.957,-9999
137,201901032030,201901032100,7.165,2.305,0.0,258.984,1.25851,322.587,0.258,97.444,-3.2956,-29.0327,-31.5743,-9999
138,201901032100,201901032130,5.826,1.594,0.0,260.619,1.092,295.785,0.277,97.439,1.93463,-26.9125,-33.5582,-9999
139,201901032130,201901032200,4.607,1.073,0.0,275.047,1.14183,315.37,0.519,97.435,2.22562,-5.56291,-35.4373,-9999
140,201901032200,201901032230,3.954,0.853,0.0,285.041,0.861259,315.707,1.076,97.459,2.45337,-14.6297,-36.7472,-9999
141,201901032230,201901032300,3.843,0.914,0.0,296.334,1.20556,317.667,1.739,97.481,0.386332,-17.6051,-34.5216,-9999
142,201901032300,201901032330,4.369,1.146,0.0,326.95,0.733753,326.055,1.093,97.488,1.47516,-11.832,-28.7432,-9999
143,201901032330,201901040000,4.367,1.332,0.0,317.745,0.334092,328.106,0.847,97.476,-5.12133,-42.652,-16.9854,-9999
144,201901040000,201901040030,4.429,1.273,0.0,308.02,0.63896,325.588,1.105,97.469,0.34895,-7.03235,-15.1222,-9999
145,201901040030,201901040100,3.846,1.182,0.0,277.415,0.450093,320.841,1.052,97.431,4.06893,-4.78166,-17.8697,-9999
146,201901040100,201901040130,3.61,0.961,0.058,299.52,1.02515,318.768,1.07,97.442,2.32137,-17.2676,-27.4545,-9999
147,201901040130,201901040200,4.001,1.142,0.002,313.019,0.567139,323.518,0.586,97.445,2.32685,-17.3692,-22.5147,-9999
148,201901040200,201901040230,4.298,1.212,0.499,321.276,0.673993,327.877,1.109,97.449,2.21113,-11.3553,-15.9822,-9999
149,201901040230,201901040300,3.894,1.194,0.0,313.806,0.275271,326.146,0.333,97.445,-4.75045,-24.0687,-12.4135,-9999
150,201901040300,201901040330,4.438,1.184,0.196,316.498,0.884135,326.672,0.869,97.457,0.739556,-3.38196,-12.4969,-9999
151,201901040330,201901040400,4.596,1.421,0.049,321.741,0.332514,329.161,0.676,97.462,2.21996,-21.2993,-10.6921,-9999
152,201901040400,201901040430,3.929,1.238,0.026,324.317,0.112375,329.294,1.325,97.449,2.02865,-5.48308,-8.66375,-9999
153,201901040430,201901040500,4.194,1.163,0.152,326.517,0.369595,330.433,1.082,97.423,-2.16461,-8.99105,-7.01577,-9999
154,201901040500,201901040530,4.342,1.145,0.283,330.212,0.4111,331.681,1.564,97.4,-3.6277,-11.1785,-5.8525,-9999
155,201901040530,201901040600,4.089,1.206,0.055,332.006,0.0407941,332.267,1.762,97.403,2.26754,-4.78967,-3.97508,-9999
156,201901040600,201901040630,3.921,1.331,0.181,331.219,0.197146,331.655,1.661,97.411,5.5037,-2.39966,-3.43851,-9999
157,201901040630,201901040700,3.719,1.355,0.057,329.098,0.121954,331.114,1.34,97.435,5.88818,-26.6209,-3.64396,-9999
158,201901040700,201901040730,3.421,1.284,0.001,319.351,0.193862,329.365,1.281,97.455,1.91316,-2.83108,-4.86962,-9999
159,201901040730,201901040800,2.963,1.066,0.0,317.785,0.166652,326.785,1.478,97.469,2.23765,-26.1464,-7.42962,-9999
160,201901040800,201901040830,2.429,0.986,0.96,317.813,0.281282,324.339,1.811,97.496,5.57731,2.26531,-8.92117,-9999
161,201901040830,201901040900,1.694,1.045,11.845,286.346,1.3327,316.792,1.827,97.533,6.44813,-23.9033,-11.8224,-9999
162,201901040900,201901040930,1.533,0.951,61.032,257.202,4.33862,315.543,1.192,97.58,2.52782,-13.0079,-16.35,-9999
163,201901040930,201901041000,2.493,1.565,207.787,233.346,9.4018,316.352,1.21,97.626,8.36256,15.1418,-24.3854,-9999
164,201901041000,201901041030,3.307,2.213,287.244,234.861,15.5688,323.919,1.096,97.662,18.231,59.6274,-23.7909,-9999
165,201901041030,201901041100,4.369,2.648,354.816,242.265,23.8639,330.75,1.042,97.67,28.6229,99.8943,-7.98284,-9999
166,201901041100,201901041130,5.276,3.202,410.552,237.782,30.2665,337.671,0.471,97.667,24.4999,57.4043,-6.26954,-9999
167,201901041130,201901041200,6.546,3.989,449.981,241.805,35.328,345.566,0.245,97.666,43.2311,104.414,-3.43558,-9999
168,201901041200,201901041230,7.679,4.621,478.247,244.507,40.3187,354.141,0.744,97.597,28.3216,124.36,-4.25934,-9999
169,201901041230,201901041300,8.74,5.199,492.092,247.166,44.5761,361.476,0.667,97.541,45.982,216.791,13.9958,-9999
170,201901041300,201901041330,10.032,6.17,488.919,250.014,44.0299,367.618,0.535,97.482,22.7843,121.631,62.3665,-9999
171,201901041330,201901041400,11.248,7.24,472.137,253.3,41.9747,372.898,0.074,97.432,24.7643,143.344,79.7032,-9999
172,201901041400,201901041430,11.978,7.727,453.81,256.4,40.4421,375.699,0.455,97.401,30.2042,88.3266,83.516,-9999
173,201901041430,201901041500,13.065,8.813,401.347,257.585,34.539,376.205,0.661,97.409,30.8811,83.6113,38.096,-9999
174,201901041500,201901041530,14.04,10.032,340.992,257.396,27.8876,375.357,0.476,97.394,16.6849,85.4515,17.6165,-9999
175,201901041530,201901041600,14.109,10.493,273.634,256.407,20.4262,370.527,0.637,97.387,24.9331,50.0477,26.513,-9999
176,201901041600,201901041630,14.811,11.683,198.126,256.57,10.2791,362.769,0.536,97.393,15.6324,25.3443,7.78887,-9999
177,201901041630,201901041700,13.098,9.163,26.278,255.657,0.679321,347.122,0.596,97.367,-1.12241,-35.6932,-3.59609,-9999
178,201901041700,201901041730,12.728,8.907,18.829,254.981,2.4829,338.076,0.567,97.397,7.1335,-5.74578,-16.2184,-9999
179,201901041730,201901041800,12.193,8.392,7.356,253.079,2.35055,333.275,0.806,97.415,3.8647,-21.5331,-23.6434,-9999
180,201901041800,201901041830,11.463,7.859,0.024,250.528,1.39045,327.484,0.672,97.441,2.84318,-39.0916,-30.3605,-9999
181,201901041830,201901041900,10.325,7.078,0.0,248.463,1.07213,307.565,0.326,97.468,10.8351,-76.9646,-35.1952,-9999
182,201901041900,201901041930,8.943,6.041,0.0,246.805,1.12824,313.801,0.275,97.511,-1.5475,-30.0819,-38.3145,-9999
183,201901041930,201901042000,7.616,4.894,0.0,245.859,1.60174,317.155,0.184,97.556,0.901782,-69.0331,-40.5853,-9999
184,201901042000,201901042030,5.658,3.735,0.0,245.008,1.29991,311.276,0.411,97.581,1.98261,-26.7246,-42.2801,-9999
185,201901042030,201901042100,5.012,3.437,0.0,244.537,1.22818,312.832,1.067,97.615,2.05394,-26.8261,-43.3178,-9999
186,201901042100,201901042130,4.98,3.379,0.0,244.548,1.18809,312.302,0.747,97.64,2.74322,-18.8311,-43.5525,-9999
187,201901042130,201901042200,4.968,3.361,0.0,243.548,1.52425,312.842,1.477,97.672,2.04538,-19.0691,-39.9183,-9999
188,201901042200,201901042230,4.195,3.126,0.0,240.156,0.815953,309.949,0.971,97.688,2.19934,-30.0638,-38.9191,-9999
189,201901042230,201901042300,3.015,2.57,0.0,239.534,0.514056,307.184,0.798,97.695,-1.2979,-27.0027,-38.5146,-9999
190,201901042300,201901042330,3.187,2.604,0.0,238.568,1.48128,307.221,1.483,97.7,3.62268,-9.98582,-38.1918,-9999
191,201901042330,201901050000,3.39,2.81,0.0,237.813,1.16464,308.454,1.803,97.7,0.988764,-27.4172,-37.7958,-9999
192,201901050000,201901050030,2.98,2.671,0.0,236.369,1.02745,307.069,1.596,97.689,6.57806,-36.9761,-37.4306,-9999
193,201901050030,201901050100,3.311,3.037,0.0,235.515,1.21646,305.972,1.24,97.695,1.8141,-12.065,-37.2064,-9999
194,201901050100,201901050130,2.47,2.672,0.0,233.161,0.733338,304.124,1.148,97.688,1.92961,-33.2985,-37.0714,-9999
195,201901050130,201901050200,0.565,1.891,0.0,231.115,0.655062,299.641,0.706,97.698,1.04195,-20.3655,-37.055,-9999
196,201901050200,201901050230,-0.137,1.436,0.0,230.302,1.25175,298.548,1.565,97.712,-2.00488,-18.1824,-37.256,-9999
197,201901050230,201901050300,0.353,1.654,0.0,229.89,1.26112,299.645,1.368,97.73,1.15435,-24.717,-37.4623,-9999
198,201901050300,201901050330,0.146,1.705,0.0,230.151,1.41117,297.608,0.959,97.737,2.97752,-20.0826,-37.7991,-9999
199,201901050330,201901050400,0.551,1.958,0.0,229.442,1.50387,297.921,1.264,97.759,-0.0583095,-5.30209,-38.5856,-9999
200,201901050400,201901050430,0.272,1.88,0.0,228.624,1.23311,297.899,1.17,97.758,0.942845,-14.6619,-39.7216,-9999
201,201901050430,201901050500,-0.152,1.735,0.0,227.442,1.20997,297.679,1.671,97.733,0.218713,-16.3629,-41.9647,-9999
202,201901050500,201901050530,-0.588,1.597,0.0,226.629,1.09961,296.019,1.192,97.73,0.154629,-10.5425,-47.6789,-9999
203,201901050530,201901050600,-1.126,1.419,0.0,226.424,0.82805,293.943,0.299,97.72,-1.8314,-33.1691,-50.443,-9999
204,201901050600,201901050630,-2.391,1.015,0.0,226.141,1.19984,291.129,0.323,97.731,0.978455,-23.6816,-52.1921,-9999
205,201901050630,201901050700,-2.492,0.938,0.0,226.336,2.16655,291.025,0.946,97.749,-4.33934,-69.9761,-53.3308,-9999
206,201901050700,201901050730,-1.215,1.363,0.0,227.147,1.78076,294.131,0.733,97.776,2.47181,-29.8875,-53.5532,-9999
207,201901050730,201901050800,-0.464,1.784,0.0,228.2,1.98159,294.314,1.215,97.775,0.138804,-10.3687,-53.6418,-9999
208,201901050800,201901050830,-0.325,1.928,0.323,228.197,1.50653,294.729,1.264,97.791,0.37244,-7.52184,-53.6315,-9999
209,201901050830,201901050900,-0.821,1.746,10.774,228.224,2.23681,295.446,0.956,97.8,0.25891,-12.1096,-52.9948,-9999
210,201901050900,201901050930,-0.791,1.801,92.075,229.538,4.82862,296.054,1.321,97.821,3.47963,-29.0223,-50.3357,-9999
211,201901050930,201901051000,0.688,2.428,207.519,232.023,9.06521,304.695,1.419,97.871,12.1393,24.1635,-45.0461,-9999
