TIMESTAMP_UTC;AOT;TCWV;B02;B03;B04;B05;B06;B07;B08;B8A;B11;B12
2015-10-04T00:00:00.000Z;;;;;;;;;;;;
2015-11-13T00:00:00.000Z;0.1108048780487805;1.0273170731707317;0.0714;0.09459268292682926;0.10327560975609756;0.13886829268292683;0.18873658536585367;0.20432682926829268;0.21125365853658537;0.22227804878048785;0.23653414634146344;0.16957560975609756
2015-11-16T00:00:00.000Z;0.07790243902439024;0.7641219512195122;0.04240731707317073;0.06627073170731708;0.07693170731707318;0.10706341463414636;0.15355121951219514;0.16659756097560977;0.17857073170731708;0.18300975609756098;0.20654634146341463;0.14493170731707317
2015-11-26T00:00:00.000Z;0.06665853658536586;0.6881219512195123;0.04178292682926829;0.06608536585365854;0.07675609756097561;0.10679512195121953;0.15326829268292685;0.16590975609756098;0.17899024390243903;0.18252926829268287;0.20399024390243906;0.14359024390243905
2015-12-03T00:00:00.000Z;0.08890243902439025;1.155780487804878;0.04692439024390244;0.07395365853658536;0.08558536585365854;0.12111951219512196;0.1698048780487805;0.18337317073170728;0.19099512195121954;0.2009829268292683;0.22568292682926833;0.16267317073170734
2015-12-06T00:00:00.000Z;;;;;;;;;;;;
2015-12-16T00:00:00.000Z;;;;;;;;;;;;
2015-12-23T00:00:00.000Z;;;;;;;;;;;;
2015-12-26T00:00:00.000Z;;;;;;;;;;;;
2016-01-02T00:00:00.000Z;;;;;;;;;;;;
2016-01-05T00:00:00.000Z;;;;;;;;;;;;
2016-01-12T00:00:00.000Z;0.07200000000000001;0.9958780487804878;0.04823170731707317;0.07408780487804878;0.08731463414634147;0.12041707317073172;0.16638048780487805;0.17894634146341465;0.1883487804878049;0.19835365853658538;0.2250170731707317;0.16407804878048782
2016-01-22T00:00:00.000Z;;;;;;;;;;;;
2016-01-25T00:00:00.000Z;0.07790243902439024;0.9346341463414635;0.1106658536585366;0.1308878048780488;0.1439170731707317;0.17885853658536585;0.21971219512195123;0.23539024390243904;0.2423609756097561;0.25555853658536587;0.28409268292682927;0.22089512195121952
2016-02-01T00:00:00.000Z;0.07790243902439024;0.7854390243902439;0.050951219512195126;0.07700487804878049;0.0917;0.12437073170731708;0.1665048780487805;0.18102439024390246;0.1918609756097561;0.2004609756097561;0.2351;0.17151707317073173
2016-02-04T00:00:00.000Z;0.07790243902439024;0.5621951219512196;0.04468536585365854;0.06998536585365854;0.08225365853658537;0.1105658536585366;0.1506146341463415;0.1638878048780488;0.17759024390243905;0.18113170731707323;0.20958048780487806;0.14805121951219513
2016-02-11T00:00:00.000Z;;;;;;;;;;;;
2016-02-14T00:00:00.000Z;;;;;;;;;;;;
2016-02-21T00:00:00.000Z;;;;;;;;;;;;
2016-03-02T00:00:00.000Z;;;;;;;;;;;;
2016-03-05T00:00:00.000Z;0.083;0.425;0.05268536585365854;0.08048536585365854;0.09866829268292683;0.12689756097560975;0.16310243902439026;0.17657317073170734;0.19319512195121952;0.19378536585365855;0.23477804878048783;0.17082926829268294
2016-03-12T00:00:00.000Z;0.105;0.44609756097560976;0.06567560975609757;0.09659268292682927;0.1173;0.14886341463414635;0.18779024390243904;0.20239024390243904;0.21857073170731706;0.2227878048780488;0.2742121951219512;0.2067439024390244
2016-03-15T00:00:00.000Z;;;;;;;;;;;;
2016-03-22T00:00:00.000Z;;;;;;;;;;;;
2016-03-25T00:00:00.000Z;0.083;0.6135853658536586;0.06570000000000001;0.09307560975609756;0.10905365853658537;0.13935853658536584;0.17531951219512196;0.18826341463414636;0.2013756097560976;0.2046731707317073;0.24530000000000002;0.17942926829268294
2016-04-01T00:00:00.000Z;0.116;0.587780487804878;0.07295365853658536;0.10853658536585366;0.12867560975609757;0.1654219512195122;0.20631219512195123;0.22184146341463412;0.23484146341463413;0.2406073170731708;0.29380243902439024;0.2227414634146341
2016-04-04T00:00:00.000Z;;;;;;;;;;;;
2016-04-11T00:00:00.000Z;;;;;;;;;;;;
2016-04-14T00:00:00.000Z;0.083;0.7630243902439025;0.06407317073170732;0.09557560975609757;0.11307804878048781;0.1453121951219512;0.18605365853658537;0.20103170731707323;0.21271219512195122;0.21889512195121952;0.2645878048780488;0.19490243902439025
2016-04-21T00:00:00.000Z;0.116;0.8834634146341463;0.07885365853658537;0.11561219512195121;0.13675121951219513;0.1757048780487805;0.2229731707317073;0.23853902439024394;0.25084146341463415;0.2612756097560976;0.31784634146341467;0.24108780487804882
2016-04-24T00:00:00.000Z;0.094;0.6067317073170732;0.06530731707317074;0.09778780487804878;0.11606829268292684;0.14917317073170733;0.19316829268292685;0.20807804878048783;0.22432195121951218;0.22840243902439025;0.2724121951219512;0.19849268292682928
2016-05-01T00:00:00.000Z;0.105;0.4855121951219512;0.0786219512195122;0.11549512195121953;0.13512926829268293;0.17221707317073173;0.22074634146341465;0.23756341463414637;0.2537756097560976;0.2570170731707317;0.30943414634146343;0.2345219512195122
2016-05-04T00:00:00.000Z;0.08890243902439025;0.5350487804878048;0.07236585365853658;0.10469512195121952;0.12214634146341465;0.1577146341463415;0.20525121951219513;0.22190000000000001;0.2380487804878049;0.24077804878048784;0.2833439024390244;0.2111439024390244
2016-05-11T00:00:00.000Z;0.105;1.080439024390244;0.09790731707317074;0.13550731707317074;0.14894146341463416;0.19677560975609762;0.25969756097560975;0.28009268292682926;0.29202926829268294;0.3033292682926829;0.3392634146341464;0.24159512195121952
2016-05-14T00:00:00.000Z;;;;;;;;;;;;
2016-05-21T00:00:00.000Z;0.138;1.2740731707317072;0.08405365853658536;0.12159512195121952;0.1402390243902439;0.1824219512195122;0.23500000000000001;0.2518853658536585;0.2591292682926829;0.27149512195121955;0.32601219512195123;0.2479170731707317
2016-05-24T00:00:00.000Z;0.3128048780487805;1.3920975609756097;0.07076829268292682;0.10966097560975609;0.12810243902439025;0.16855853658536585;0.21965121951219513;0.23511707317073172;0.2407317073170732;0.2538073170731708;0.2880658536585366;0.21229512195121952
2016-06-10T00:00:00.000Z;;;;;;;;;;;;
2016-06-13T00:00:00.000Z;0.094;1.9272682926829268;0.07575121951219513;0.11059756097560976;0.13119756097560978;0.16941463414634148;0.20907073170731708;0.2237829268292683;0.22939512195121953;0.24467804878048785;0.3009048780487805;0.22095121951219512
2016-06-20T00:00:00.000Z;0.05524390243902439;1.3168780487804879;0.09502926829268293;0.13544146341463417;0.16045609756097562;0.2021926829268293;0.24403658536585368;0.2597756097560976;0.26811463414634146;0.2823756097560976;0.3504536585365854;0.26595365853658537
2016-06-23T00:00:00.000Z;0.138;1.0855365853658536;0.07612439024390244;0.11288536585365853;0.13591707317073173;0.17400731707317074;0.21118048780487808;0.22721463414634147;0.23785365853658538;0.2475317073170732;0.3035707317073171;0.22180975609756098
2016-06-30T00:00:00.000Z;0.37234146341463414;2.441341463414634;0.0952780487804878;0.13773414634146341;0.16496829268292684;0.20952682926829272;0.2474268292682927;0.26215609756097563;0.2633390243902439;0.28729024390243907;0.3534536585365854;0.2632951219512195
2016-07-03T00:00:00.000Z;0.24197560975609755;1.9788536585365852;0.07839268292682927;0.1166658536585366;0.14015121951219514;0.17950243902439025;0.2124829268292683;0.22900243902439024;0.23234634146341465;0.24771463414634146;0.30482682926829274;0.22018780487804882
2016-07-10T00:00:00.000Z;0.149;1.7507560975609757;0.09371951219512197;0.13509024390243904;0.16367317073170734;0.20885121951219512;0.24450731707317078;0.26039268292682927;0.2659439024390244;0.2827829268292683;0.35749024390243905;0.2655634146341464
2016-07-13T00:00:00.000Z;0.15516666666666665;2.24025;0.09274583333333335;0.12331666666666669;0.14583333333333334;0.18737916666666668;0.2194458333333333;0.23792916666666666;0.24250833333333333;0.25727916666666667;0.31395416666666665;0.2109583333333333
2016-07-20T00:00:00.000Z;;;;;;;;;;;;
2016-07-23T00:00:00.000Z;0.231;2.2441219512195123;0.07578048780487805;0.1124609756097561;0.13843414634146342;0.17889268292682928;0.2103439024390244;0.2256317073170732;0.2283658536585366;0.2472048780487805;0.3070170731707317;0.21788292682926833
2016-07-30T00:00:00.000Z;0.2961463414634146;1.8698536585365853;0.0866219512195122;0.1316439024390244;0.16030975609756098;0.20610975609756096;0.24107073170731708;0.25690731707317077;0.25978292682926835;0.2787609756097561;0.3432;0.2513756097560976
