;fid;date;values;trend
1123;10.0;2019-05-01;;
1124;10.0;2019-06-01;;
1125;10.0;2019-07-01;;
1126;10.0;2019-08-01;;
1127;10.0;2019-09-01;;
1128;10.0;2019-10-01;;
1129;10.0;2019-11-01;;
1130;10.0;2019-12-01;;
1131;10.0;2020-01-01;;
1132;10.0;2020-02-01;;
1133;10.0;2020-03-01;;
1134;10.0;2020-04-01;;
1135;10.0;2020-05-01;;
1136;10.0;2020-06-01;;
1137;10.0;2020-07-01;;
1138;10.0;2020-08-01;;
1139;10.0;2020-09-01;;
1140;10.0;2020-10-01;;
1141;10.0;2020-11-01;;
1142;10.0;2020-12-01;;
1143;10.0;2021-01-01;;
1144;10.0;2021-02-01;;
1145;10.0;2021-03-01;;
1146;10.0;2021-04-01;;
1147;10.0;2021-05-01;;
1148;10.0;2021-06-01;;
1149;10.0;2021-07-01;;
1150;10.0;2021-08-01;;
1151;10.0;2021-09-01;;
1152;10.0;2021-10-01;;
1153;10.0;2021-11-01;;
1154;10.0;2021-12-01;;
1155;10.0;2022-01-01;;
1156;10.0;2022-02-01;;
1157;10.0;2022-03-01;;
1158;10.0;2022-04-01;;
1159;10.0;2022-05-01;;
1160;10.0;2022-06-01;;
1161;10.0;2022-07-01;;
1162;10.0;2022-08-01;;
1163;10.0;2022-09-01;;
1164;10.0;2022-10-01;;
1165;10.0;2022-11-01;;
1166;10.0;2022-12-01;;
1167;10.0;2023-01-01;;
1168;10.0;2023-02-01;;
1169;10.0;2023-03-01;;
1170;10.0;2023-04-01;;
1171;10.0;2023-05-01;;
1172;10.0;2023-06-01;;
1173;10.0;2023-07-01;;
1174;10.0;2023-08-01;;
1175;10.0;2023-09-01;;
1176;10.0;2023-10-01;;
1177;10.0;2023-11-01;;
1178;10.0;2023-12-01;;
1179;10.0;2024-01-01;;
1180;10.0;2024-02-01;;
1181;10.0;2024-03-01;;
1182;10.0;2024-04-01;;
1183;10.0;2024-05-01;;
1184;10.0;2024-06-01;;
1185;10.0;2024-07-01;;
1186;10.0;2024-08-01;;
1187;10.0;2024-09-01;;
1188;10.0;2024-10-01;;
1189;10.0;2024-11-01;;
1190;10.0;2024-12-01;;
1191;10.0;2025-01-01;;
1192;10.0;2025-02-01;;
1193;10.0;2025-03-01;;
1194;10.0;2025-04-01;;
1195;10.0;2025-05-01;;
1196;10.0;2025-06-01;;
1197;10.0;2025-07-01;;
1198;10.0;2025-08-01;;
1199;10.0;2025-09-01;;
